Accession	PlasmidSize	log10PlasmidSize	CollectionDate	NumInsertionSequences	InsertionSequenceDensity	BiocideMetalResistance	Virulence	Integron	ConjugativeSystem	GeographicLocation	IsolationSource	RepliconCarriage	HostTaxonomy	outcomeaminoglycoside	outcomebetalactam_carbapenem	outcomebetalactam_ESBL	outcomebetalactam_other	outcomemacrolide	outcomephenicol	outcomequinolone	outcomesulphonamide	outcometetracycline	outcometrimethoprim	NumOtherResistanceClassesaminoglycoside	NumOtherResistanceClassesbetalactam_carbapenem	NumOtherResistanceClassesbetalactam_ESBL	NumOtherResistanceClassesbetalactam_other	NumOtherResistanceClassesmacrolide	NumOtherResistanceClassesphenicol	NumOtherResistanceClassesquinolone	NumOtherResistanceClassessulphonamide	NumOtherResistanceClassestetracycline	NumOtherResistanceClassestrimethoprim
NZ_CP015280.1	110830	1.04465733323487	23	2	0.180456555084363	1	1	0	mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015284.1	126555	1.10227930816289	23	5	0.395085140847853	0	0	0	non-mobilisable	other	human	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015292.1	105299	1.02242424681185	21	4	0.379870654042299	0	1	0	mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015301.1	7493	-0.125344267401899	0	0	0	0	0	0	non-mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015322.1	311693	1.49372704900283	12	9	0.16867530846497	0	0	0	non-mobilisable	China	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015323.1	95077	0.978075469816758	18	2	0.210355816864226	0	0	0	mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015324.1	58079	0.764019130105592	18	4	0.688717092236437	0	0	0	non-mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015325.1	84656	0.927657744187981	18	1	0.118125118125118	0	0	0	mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015326.1	69170	0.839917775678681	18	0	0	0	0	0	mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015327.1	56750	0.75396586586516	18	4	0.704845814977974	0	0	0	mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015328.1	69165	0.839886381275089	18	1	0.144581797151739	0	0	0	mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015329.1	10461	0.0195732020956392	18	1	0.95593155530064	0	0	0	mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015330.1	5053	-0.29645070176177	18	0	0	0	0	0	mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015339.1	45061	0.653800825418502	22	5	1.05	0	0	0	mobilisable	high-income	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015340.1	40740	0.610021024664145	22	2	0.490918016691213	0	0	0	non-mobilisable	high-income	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015341.1	39943	0.601440680327289	22	0	0	0	0	0	non-mobilisable	high-income	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015351.1	150791	1.17837542132832	22	6	0.397901731535702	0	0	0	mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015352.1	142098	1.15258796536536	22	7	0.492617770834213	0	0	0	conjugative	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015353.1	120510	1.08102308645133	22	7	0.580864658534561	0	0	0	mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015354.1	120416	1.08068419663977	22	4	0.33218176986447	0	0	0	mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015355.1	109822	1.04068934850698	22	6	0.546338620677096	0	0	0	non-mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015356.1	101287	1.0055537080398	22	9	0.888564179016063	0	0	0	mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015358.1	46701	0.669326180134252	22	0	0	0	0	0	non-mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015361.1	6330	-0.198596289982645	22	0	0	0	0	0	mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015368.1	144167	1.1588658612291	11	8	0.554912011764135	0	0	0	mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015369.1	52290	0.718418641829656	11	0	0	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015370.1	36169	0.558336501559919	11	1	0.276479858442312	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015380.1	87576	0.942385105076254	13	4	0.456746140495113	0	0	0	mobilisable	EU	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015386.1	199497	1.29993636922957	23	9	0.451134603527873	1	0	1	conjugative	United States	human	multi-replicon	Enterobacteriaceae	1	0	0	0	1	0	0	1	0	1	3	4	4	4	3	4	4	3	4	3
NZ_CP015387.1	139933	1.14592014499837	23	9	0.643164943222828	1	0	1	conjugative	United States	human	multi-replicon	Enterobacteriaceae	1	1	0	1	0	0	0	1	0	1	4	4	5	4	5	5	5	4	5	4
NZ_CP015388.1	89067	0.949716824434404	23	6	0.67365017346492	0	0	0	conjugative	United States	human	single-replicon	Enterobacteriaceae	1	0	1	1	0	1	1	0	1	0	4	5	5	5	5	5	5	4	5	5
NZ_CP015389.1	53300	0.726727209026572	23	4	0.75046904315197	0	0	0	mobilisable	United States	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015390.1	39432	0.595848805146668	23	0	0	0	0	0	conjugative	United States	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015391.1	11090	0.0449315461491597	23	1	0.901713255184851	0	0	0	mobilisable	United States	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015394.1	154343	1.18848693747661	23	5	0.323953791231219	1	0	1	conjugative	United States	human	single-replicon	Enterobacteriaceae	1	0	1	1	0	0	0	1	0	0	3	4	3	3	4	4	4	3	4	4
NZ_CP015395.1	116419	1.06602386452155	23	7	0.601276423951417	1	0	0	conjugative	United States	human	multi-replicon	Enterobacteriaceae	0	1	0	1	0	0	0	0	0	0	2	1	2	1	2	2	2	2	2	2
NZ_CP015396.1	110092	1.04175576145961	23	5	0.454165606946917	0	0	0	conjugative	United States	human	multi-replicon	Enterobacteriaceae	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
NZ_CP015397.1	9456	-0.0242925364628199	23	1	1.05	0	0	0	non-mobilisable	United States	human	single-replicon	Enterobacteriaceae	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
NZ_CP015437.1	54976	0.74017313781513	18	0	0	0	0	0	mobilisable	EU	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015440.1	65295	0.81487992621308	8	5	0.76575541771958	0	0	0	non-mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015441.1	213959	1.33033055942537	19	2	0.0934758528503124	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015445.1	13399	0.127072387119455	0	0	0	0	0	0	non-mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015446.1	72789	0.862065752935907	20	0	0	0	0	0	non-mobilisable	high-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015450.1	67767	0.831018260137824	8	6	0.88538669263801	0	0	0	mobilisable	middle-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015452.1	31664	0.500565776862321	8	0	0	0	0	0	non-mobilisable	middle-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015454.1	26589	0.424702004023985	8	1	0.376095377787807	0	0	0	mobilisable	high-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015456.1	13697	0.136625455760932	0	0	0	0	0	0	non-mobilisable	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015484.1	110965	1.04518601749102	18	2	0.180237011670347	0	0	0	non-mobilisable	United States	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015485.1	24022	0.380609162634112	18	2	0.832570144034635	0	0	0	non-mobilisable	United States	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1
NZ_CP015486.1	15198	0.181786440174192	18	1	0.657981313330701	0	0	0	non-mobilisable	United States	human	untyped	Proteobacteria_other	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
NZ_CP015497.1	45858	0.661415109968617	24	2	0.436128919708666	0	0	0	mobilisable	high-income	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015499.1	7514	-0.124128809272634	0	0	0	0	0	0	mobilisable	high-income	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015501.1	281190	1.44899987174593	21	9	0.32006828123333	1	0	0	mobilisable	high-income	human	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015502.1	140874	1.1488308462075	21	6	0.425912517568891	0	0	0	conjugative	high-income	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	2	1	2	2	1
NZ_CP015503.1	84941	0.929117369580554	21	2	0.235457552889653	0	0	1	conjugative	high-income	human	single-replicon	Enterobacteriaceae	1	0	0	0	0	0	0	0	0	1	1	2	2	2	2	2	2	2	2	1
NZ_CP015504.1	56230	0.749968083509403	21	1	0.177841010136938	0	0	0	non-mobilisable	high-income	human	untyped	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015505.1	34611	0.539214147349831	21	0	0	0	0	0	conjugative	high-income	human	untyped	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015507.1	311693	1.49372704900283	5	3	0.0775462304777365	0	0	0	non-mobilisable	high-income	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015509.1	33502	0.525070734291675	0	3	0.895468927228225	0	0	0	mobilisable	United States	human	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015514.1	311693	1.49372704900283	23	0	0	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015517.1	73574	0.866724367986283	21	2	0.271835159159486	0	0	0	mobilisable	China	other	untyped	Firmicutes	0	0	0	0	1	0	0	0	1	0	2	2	2	2	1	2	2	2	1	2
NZ_CP015522.1	74167	0.870210712478213	21	2	0.269661709385576	0	0	0	mobilisable	China	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015523.1	177851	1.25005631142937	21	5	0.281134207848143	0	0	0	non-mobilisable	China	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015527.1	59371	0.773574363913838	16	3	0.505297198969194	0	1	0	non-mobilisable	China	livestock	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015530.1	224533	1.35128017903499	15	6	0.267221299319031	0	0	0	mobilisable	China	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015580.1	3786	-0.421819390372222	0	0	0	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015585.1	265182	1.42354404173131	19	9	0.452519401769351	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015586.1	64339	0.808474306521547	19	3	0.46628017221281	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015587.1	52461	0.719836564758769	19	0	0	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015590.1	10789	0.0329811930973678	14	0	0	0	0	0	non-mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015591.1	40712	0.609722437865238	14	0	0	0	0	0	mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015592.1	311693	1.49372704900283	14	4	0.0869620041263471	0	0	0	non-mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015595.1	309964	1.49131125670771	20	8	0.2580944883922	0	0	0	non-mobilisable	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015597.1	252568	1.40237832522258	20	4	0.158373190586298	0	0	0	non-mobilisable	China	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015599.1	94046	0.973340328702237	15	3	0.318992833294345	0	1	0	conjugative	high-income	human	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015601.1	135475	1.13185915968443	20	4	0.295257427569662	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015602.1	30116	0.478797288468627	20	0	0	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015608.1	58536	0.767423042025337	19	1	0.17083504168375	0	0	0	conjugative	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015609.1	22301	0.348324337700388	19	1	0.448410385184521	0	0	0	non-mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015616.1	179461	1.25397008341536	19	9	0.501501719036448	0	1	0	non-mobilisable	middle-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015617.1	45079	0.653974273405593	19	2	0.443665564897181	0	0	0	conjugative	middle-income	other	untyped	Proteobacteria_other	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
NZ_CP015618.1	14058	0.147923538980606	19	0	0	0	0	0	non-mobilisable	middle-income	other	untyped	Proteobacteria_other	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1
NZ_CP015619.1	10218	0.00936589834624435	19	0	0	0	0	0	non-mobilisable	middle-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015620.1	10085	0.00367590254878447	19	0	0	0	0	0	mobilisable	middle-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015621.1	7943	-0.100015437450609	19	1	1.05	0	0	0	mobilisable	middle-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015623.1	144640	1.16028841313129	20	5	0.345685840707965	0	0	0	non-mobilisable	EU	other	untyped	other	1	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	2	1	2	2
NZ_CP015624.1	25275	0.402691164263039	20	4	1.05	0	0	0	mobilisable	EU	other	untyped	other	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
NZ_CP015640.1	77900	0.891537457672564	12	2	0.256739409499358	0	0	0	conjugative	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015699.1	16489	0.217194318006505	19	0	0	0	0	0	mobilisable	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015725.1	210106	1.32243845473667	20	5	0.237975117321733	1	0	1	non-mobilisable	China	livestock	multi-replicon	Enterobacteriaceae	1	1	1	1	1	1	1	1	0	1	4	5	5	5	5	5	5	4	5	5
NZ_CP015728.1	70374	0.84741223666839	17	1	0.142097933896041	0	0	0	non-mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015729.1	11778	0.0710715499836496	17	0	0	0	0	0	mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015730.1	300156	1.47734702915398	17	3	0.0999480270259465	0	0	0	mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015733.1	178569	1.25180606654868	19	5	0.28000380805179	0	0	0	mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015734.1	166444	1.22126814425774	19	3	0.180240801711086	0	0	0	mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015735.1	61249	0.787099002456534	19	0	0	0	0	0	mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015737.1	311693	1.49372704900283	15	1	0.0161150225852042	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015738.1	311693	1.49372704900283	15	4	0.0897257308721565	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015739.1	311693	1.49372704900283	15	2	0.0488846956683271	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015740.1	222555	1.34743735574286	15	1	0.0449327132618903	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015741.1	155026	1.19040454145799	15	7	0.451537161508392	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015742.1	147896	1.16995642821312	15	6	0.40569048520582	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015743.1	132822	1.12327001544826	15	8	0.602309858306606	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015744.1	128968	1.11048196497043	15	0	0	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015745.1	127666	1.10607525138674	15	5	0.391646953769994	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015746.1	112708	1.05195474330917	15	3	0.266174539518047	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015747.1	100630	1.00272747268983	15	4	0.397495776607374	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015748.1	71917	0.856831562615327	15	4	0.556196726782263	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015757.1	25039	0.398616980163227	22	1	0.399376971923799	0	0	0	non-mobilisable	other	livestock	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015777.1	181677	1.25929994984332	18	4	0.220170962752577	0	1	0	non-mobilisable	middle-income	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015778.1	94830	0.976945750559242	18	2	0.210903722450701	0	1	0	mobilisable	middle-income	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015781.1	26861	0.429122176850854	23	0	0	0	0	0	non-mobilisable	other	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015784.1	30297	0.481399626919825	23	0	0	0	0	0	non-mobilisable	other	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015788.1	23735	0.375389236054379	23	0	0	0	0	0	non-mobilisable	other	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015789.1	24702	0.392732117381129	23	0	0	0	0	0	non-mobilisable	other	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015790.1	23812	0.376795873879716	23	0	0	0	0	0	non-mobilisable	other	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015791.1	27809	0.444185372097158	23	1	0.359595814304721	0	0	0	non-mobilisable	other	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015792.1	32294	0.509121840939676	23	0	0	0	0	0	non-mobilisable	other	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015793.1	45035	0.653550167079776	23	0	0	0	0	0	non-mobilisable	other	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015794.1	5225	-0.281913705216908	23	0	0	0	0	0	non-mobilisable	other	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015795.1	53359	0.727207681880167	23	0	0	0	0	0	non-mobilisable	other	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015798.1	30433	0.483344766003461	23	0	0	0	0	0	non-mobilisable	other	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015799.1	27866	0.44507463277493	23	0	0	0	0	0	non-mobilisable	other	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015801.1	30406	0.482959291167214	23	0	0	0	0	0	non-mobilisable	other	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015802.1	17017	0.230882998857592	23	0	0	0	0	0	non-mobilisable	other	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015813.1	14131	0.150172896393132	16	1	0.707664001132262	0	0	0	non-mobilisable	China	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015816.1	95910	0.981863890991351	19	4	0.417057658221249	0	1	0	non-mobilisable	United States	livestock	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015818.1	35415	0.549187246134408	23	2	0.564732457998023	1	0	0	non-mobilisable	high-income	livestock	multi-replicon	Firmicutes	1	0	0	1	1	0	0	0	0	0	2	3	3	2	2	3	3	3	3	3
NZ_CP015823.1	205221	1.3122217995074	16	9	0.438551610215329	1	0	1	conjugative	high-income	human	multi-replicon	Enterobacteriaceae	1	0	0	0	1	1	0	1	0	1	4	5	5	5	4	4	5	4	5	4
NZ_CP015824.1	103147	1.01345660116625	16	6	0.581694087079605	0	0	0	conjugative	high-income	human	multi-replicon	Enterobacteriaceae	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1
NZ_CP015825.1	43322	0.636708498020547	16	2	0.461659203176215	0	0	0	conjugative	high-income	human	single-replicon	Enterobacteriaceae	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
NZ_CP015833.1	240662	1.38140752154569	18	5	0.207760261279305	1	0	1	mobilisable	EU	human	multi-replicon	Enterobacteriaceae	1	0	0	0	0	1	0	1	1	1	4	5	5	5	5	4	5	4	4	4
NZ_CP015835.1	137565	1.13850795250143	22	4	0.290771635226984	1	0	1	conjugative	EU	human	single-replicon	Enterobacteriaceae	1	1	0	1	0	0	0	1	0	0	3	3	4	3	4	4	4	3	4	4
